movement_id,movement_date,plant_id,material_id,movement_type,quantity,unit_of_measure,ref_grn_id
MOV-700992,2025-07-11,PLT-05,MAT-109,Issue,-176.0,EA,
MOV-700993,2025-07-06,PLT-05,MAT-109,Issue,-150.0,EA,
MOV-700994,2025-07-09,PLT-05,MAT-111,Issue,-112.0,MT,
MOV-700995,2025-07-19,PLT-05,MAT-111,Issue,-94.0,MT,
MOV-700996,2025-07-02,PLT-05,MAT-111,Issue,-176.0,MT,
MOV-700997,2025-07-16,PLT-06,MAT-101,Issue,-134.0,MT,
MOV-700998,2025-07-17,PLT-06,MAT-101,Issue,-103.0,MT,
MOV-700999,2025-07-06,PLT-06,MAT-101,Issue,-97.0,MT,
MOV-701000,2025-07-20,PLT-06,MAT-105,Issue,,MT,
MOV-701001,2025-07-22,PLT-06,MAT-105,Issue,-96.0,MT,
MOV-701002,2025-07-06,PLT-06,MAT-107,Issue,-106.0,KG,
MOV-701003,2025-07-27,PLT-06,MAT-107,Issue,-268.0,KG,
MOV-701004,2025-07-20,PLT-06,MAT-107,Issue,-203.0,KG,
MOV-701005,2025-07-09,PLT-06,MAT-110,Issue,-127.0,KG,
MOV-701006,2025-07-18,PLT-06,MAT-110,Issue,-267.0,KG,
MOV-701007,2025-07-27,PLT-06,MAT-112,Issue,-149.0,MT,
MOV-701008,2025-08-27,PLT-01,MAT-101,Issue,-78.0,MT,
MOV-701009,2025-08-25,PLT-01,MAT-102,Issue,-139.0,MT,
MOV-701010,2025-08-13,PLT-01,MAT-107,Issue,-243.0,KG,
MOV-701011,2025-08-26,PLT-01,MAT-109,Issue,-101.0,EA,
MOV-701012,2025-08-21,PLT-01,MAT-109,Issue,-195.0,EA,
MOV-701013,2025-08-08,PLT-01,MAT-112,Issue,-36.0,MT,
MOV-701014,2025-08-23,PLT-02,MAT-103,Issue,-48.0,MT,
MOV-701015,2025-08-17,PLT-02,MAT-103,Issue,-24.0,MT,
MOV-701016,2025-08-14,PLT-02,MAT-106,Issue,-160.0,MT,
MOV-701017,2025-08-07,PLT-02,MAT-106,Issue,-91.0,MT,
MOV-701018,2025-08-13,PLT-02,MAT-106,Issue,-79.0,MT,
MOV-701019,2025-08-22,PLT-02,MAT-109,Issue,-166.0,EA,
MOV-701020,2025-08-04,PLT-02,MAT-111,Issue,-110.0,MT,
MOV-701021,2025-08-07,PLT-02,MAT-111,Issue,-76.0,MT,
MOV-701022,2025-08-10,PLT-02,MAT-112,Issue,-96.0,MT,
MOV-701023,2025-08-19,PLT-03,MAT-102,Issue,-63.0,MT,
MOV-701024,2025-08-27,PLT-03,MAT-102,Issue,-140.0,MT,
MOV-701025,2025-08-02,PLT-03,MAT-106,Issue,-126.0,MT,
MOV-701026,2025-08-18,PLT-03,MAT-106,Issue,-90.0,MT,
MOV-701027,2025-08-12,PLT-03,MAT-108,Issue,-379.0,KG,
MOV-701028,2025-08-05,PLT-03,MAT-108,Issue,-239.0,KG,
MOV-701029,2025-08-19,PLT-03,MAT-108,Issue,-245.0,KG,
MOV-701030,2025-08-18,PLT-03,MAT-110,Issue,-285.0,KG,
MOV-701031,2025-08-04,PLT-03,MAT-110,Issue,-242.0,KG,
MOV-701032,2025-08-23,PLT-03,MAT-112,Issue,-163.0,MT,
MOV-701033,2025-08-14,PLT-03,MAT-112,Issue,-61.0,MT,
MOV-701034,2025-08-16,PLT-03,MAT-112,Issue,-79.0,MT,
MOV-701035,2025-08-13,PLT-04,MAT-109,Issue,-87.0,EA,
MOV-701036,2025-08-10,PLT-04,MAT-109,Issue,-27.0,EA,
MOV-701037,2025-08-10,PLT-04,MAT-110,Issue,-82.0,KG,
MOV-701038,2025-08-03,PLT-04,MAT-110,Issue,-300.0,KG,
MOV-701039,2025-08-17,PLT-04,MAT-110,Issue,-83.0,KG,
MOV-701040,2025-08-14,PLT-05,MAT-101,Issue,-163.0,MT,
MOV-701041,2025-08-19,PLT-05,MAT-101,Issue,-130.0,MT,
MOV-701042,2025-08-17,PLT-05,MAT-101,Issue,-174.0,MT,
MOV-701043,2025-08-07,PLT-05,MAT-104,Issue,-156.0,MT,
MOV-701044,2025-08-02,PLT-05,MAT-105,Issue,-70.0,MT,
MOV-701045,2025-08-24,PLT-05,MAT-105,Issue,-96.0,MT,
MOV-701046,2025-08-17,PLT-05,MAT-109,Issue,-34.0,EA,
MOV-701047,2025-08-02,PLT-05,MAT-109,Issue,-68.0,EA,
MOV-701048,2025-08-10,PLT-05,MAT-109,Issue,-106.0,EA,
MOV-701049,2025-08-02,PLT-05,MAT-111,Issue,-90.0,MT,
MOV-701050,2025-08-23,PLT-05,MAT-111,Issue,-167.0,MT,
MOV-701051,2025-08-22,PLT-06,MAT-101,Issue,-130.0,MT,
MOV-701052,2025-08-05,PLT-06,MAT-101,Issue,-128.0,MT,
MOV-701053,2025-08-07,PLT-06,MAT-104,Issue,-43.0,MT,
MOV-701054,2025-08-18,PLT-06,MAT-105,Issue,-164.0,MT,
MOV-701055,2025-08-11,PLT-06,MAT-106,Issue,-74.0,MT,
MOV-701056,2025-08-03,PLT-06,MAT-106,Issue,-166.0,MT,
MOV-701057,2025-08-04,PLT-06,MAT-107,Issue,-334.0,KG,
MOV-701058,2025-08-08,PLT-06,MAT-107,Issue,-323.0,KG,
MOV-701059,2025-08-24,PLT-06,MAT-109,Issue,-173.0,EA,
MOV-701060,2025-08-20,PLT-06,MAT-110,Issue,-338.0,KG,
MOV-701061,2025-08-18,PLT-06,MAT-111,Issue,-140.0,MT,
MOV-701062,2025-08-23,PLT-06,MAT-112,Issue,-146.0,MT,
MOV-701063,2025-08-09,PLT-06,MAT-112,Issue,-51.0,MT,
MOV-701064,2025-08-14,PLT-06,MAT-112,Issue,-112.0,MT,
MOV-701065,2025-09-10,PLT-01,MAT-101,Issue,-177.0,MT,
MOV-701066,2025-09-19,PLT-01,MAT-107,Issue,-218.0,KG,
MOV-701067,2025-09-24,PLT-01,MAT-108,Issue,-355.0,KG,
MOV-701068,2025-09-03,PLT-01,MAT-109,Issue,-160.0,EA,
MOV-701069,2025-09-05,PLT-01,MAT-109,Issue,-153.0,EA,
MOV-701070,2025-09-23,PLT-01,MAT-109,Issue,-42.0,EA,
MOV-701071,2025-09-10,PLT-01,MAT-110,Issue,-450.0,KG,
MOV-701072,2025-09-03,PLT-01,MAT-110,Issue,-419.0,KG,
MOV-701073,2025-09-07,PLT-01,MAT-111,Issue,-158.0,MT,
MOV-701074,2025-09-15,PLT-01,MAT-111,Issue,-150.0,MT,
MOV-701075,2025-09-16,PLT-01,MAT-111,Issue,-29.0,MT,
MOV-701076,2025-09-16,PLT-02,MAT-102,Issue,-52.0,MT,
MOV-701077,2025-09-04,PLT-02,MAT-102,Issue,-95.0,MT,
MOV-701078,2025-09-14,PLT-02,MAT-104,Issue,-111.0,MT,
MOV-701079,2025-09-07,PLT-02,MAT-104,Issue,-155.0,MT,
MOV-701080,2025-09-26,PLT-02,MAT-104,Issue,-105.0,MT,
MOV-701081,2025-09-03,PLT-02,MAT-108,Issue,-128.0,KG,
MOV-701082,2025-09-12,PLT-02,MAT-110,Issue,-496.0,KG,
MOV-701083,2025-09-03,PLT-02,MAT-110,Issue,-398.0,KG,
MOV-701084,2025-09-11,PLT-02,MAT-112,Issue,-34.0,MT,
MOV-701085,2025-09-26,PLT-02,MAT-112,Issue,-36.0,MT,
MOV-701086,2025-09-05,PLT-02,MAT-112,Issue,-55.0,MT,
MOV-701087,2025-09-07,PLT-03,MAT-101,Issue,-93.0,MT,
MOV-701088,2025-09-23,PLT-03,MAT-101,Issue,-169.0,MT,
MOV-701089,2025-09-07,PLT-03,MAT-101,Issue,-173.0,MT,
MOV-701090,2025-09-02,PLT-03,MAT-102,Issue,,MT,
MOV-701091,2025-09-15,PLT-03,MAT-102,Issue,-108.0,MT,
MOV-701092,2025-09-20,PLT-03,MAT-103,Issue,-76.0,MT,
MOV-701093,2025-09-27,PLT-03,MAT-103,Issue,-69.0,MT,
MOV-701094,2025-09-18,PLT-03,MAT-104,Issue,-129.0,MT,
MOV-701095,2025-09-20,PLT-03,MAT-104,Issue,-85.0,MT,
MOV-701096,2025-09-24,PLT-03,MAT-107,Issue,-164.0,KG,
MOV-701097,2025-09-08,PLT-03,MAT-107,Issue,-403.0,KG,
MOV-701098,2025-09-03,PLT-03,MAT-111,Issue,-156.0,MT,
MOV-701099,2025-09-07,PLT-03,MAT-111,Issue,-24.0,MT,
MOV-701100,2025-09-23,PLT-03,MAT-111,Issue,-152.0,MT,
MOV-701101,2025-09-11,PLT-03,MAT-112,Issue,-144.0,MT,
MOV-701102,2025-09-20,PLT-03,MAT-112,Issue,-29.0,MT,
MOV-701103,2025-09-18,PLT-03,MAT-112,Issue,-152.0,MT,
MOV-701104,2025-09-16,PLT-04,MAT-101,Issue,-108.0,MT,
MOV-701105,2025-09-19,PLT-04,MAT-101,Issue,-151.0,MT,
MOV-701106,2025-09-17,PLT-04,MAT-101,Issue,-51.0,MT,
MOV-701107,2025-09-12,PLT-04,MAT-103,Issue,-129.0,MT,
MOV-701108,2025-09-22,PLT-04,MAT-103,Issue,-38.0,MT,
MOV-701109,2025-09-16,PLT-04,MAT-104,Issue,-122.0,MT,
MOV-701110,2025-09-02,PLT-04,MAT-105,Issue,-87.0,MT,
MOV-701111,2025-09-27,PLT-04,MAT-105,Issue,-123.0,MT,
MOV-701112,2025-09-24,PLT-04,MAT-105,Issue,-143.0,MT,
MOV-701113,2025-09-25,PLT-04,MAT-107,Issue,-254.0,KG,
MOV-701114,2025-09-18,PLT-04,MAT-110,Issue,-459.0,KG,
MOV-701115,2025-09-07,PLT-04,MAT-110,Issue,-385.0,KG,
MOV-701116,2025-09-19,PLT-04,MAT-110,Issue,-279.0,KG,
MOV-701117,2025-09-07,PLT-04,MAT-111,Issue,-142.0,MT,
MOV-701118,2025-09-19,PLT-04,MAT-111,Issue,-32.0,MT,
MOV-701119,2025-09-15,PLT-04,MAT-111,Issue,-20.0,MT,
MOV-701120,2025-09-25,PLT-04,MAT-112,Issue,-99.0,MT,
MOV-701121,2025-09-13,PLT-04,MAT-112,Issue,-164.0,MT,
MOV-701122,2025-09-17,PLT-04,MAT-112,Issue,-141.0,MT,
MOV-701123,2025-09-27,PLT-05,MAT-101,Issue,-53.0,MT,
MOV-701124,2025-09-27,PLT-05,MAT-102,Issue,-44.0,MT,
MOV-701125,2025-09-21,PLT-05,MAT-104,Issue,-107.0,MT,
MOV-701126,2025-09-26,PLT-05,MAT-104,Issue,-112.0,MT,
MOV-701127,2025-09-06,PLT-05,MAT-105,Issue,-151.0,MT,
MOV-701128,2025-09-04,PLT-05,MAT-105,Issue,-100.0,MT,
MOV-701129,2025-09-03,PLT-05,MAT-105,Issue,-160.0,MT,
MOV-701130,2025-09-06,PLT-05,MAT-106,Issue,-56.0,MT,
MOV-701131,2025-09-21,PLT-05,MAT-106,Issue,-143.0,MT,
MOV-701132,2025-09-27,PLT-05,MAT-106,Issue,-173.0,MT,
MOV-701133,2025-09-13,PLT-06,MAT-101,Issue,-93.0,MT,
MOV-701134,2025-09-06,PLT-06,MAT-101,Issue,-67.0,MT,
MOV-701135,2025-09-21,PLT-06,MAT-101,Issue,-141.0,MT,
MOV-701136,2025-09-05,PLT-06,MAT-888,Issue,-93.0,MT,
MOV-701137,2025-09-14,PLT-06,MAT-104,Issue,-28.0,MT,
MOV-701138,2025-09-20,PLT-06,MAT-104,Issue,-153.0,MT,
MOV-701139,2025-09-14,PLT-06,MAT-888,Issue,-159.0,MT,
MOV-701140,2025-09-11,PLT-06,MAT-106,Issue,-39.0,MT,
MOV-701141,2025-09-04,PLT-06,MAT-109,Issue,-73.0,EA,
MOV-701142,2025-09-03,PLT-06,MAT-109,Issue,-122.0,EA,
MOV-701143,2025-09-16,PLT-06,MAT-111,Issue,-24.0,MT,
MOV-701144,2025-09-23,PLT-06,MAT-111,Issue,-57.0,MT,
MOV-701145,2025-09-04,PLT-06,MAT-112,Issue,-106.0,MT,
MOV-701146,2025-09-19,PLT-06,MAT-112,Issue,-173.0,MT,
MOV-701147,2025-09-19,PLT-06,MAT-112,Issue,-86.0,MT,
MOV-701148,2025-10-22,PLT-01,MAT-108,Issue,-415.0,KG,
MOV-701149,2025-10-16,PLT-01,MAT-109,Issue,-88.0,EA,
MOV-701150,2025-10-15,PLT-01,MAT-109,Issue,-197.0,EA,
MOV-701151,2025-10-05,PLT-01,MAT-109,Issue,-133.0,EA,
MOV-701152,2025-10-12,PLT-01,MAT-110,Issue,-252.0,KG,
MOV-701153,2025-10-02,PLT-01,MAT-110,Issue,-447.0,KG,
MOV-701154,2025-10-03,PLT-01,MAT-111,Issue,-127.0,MT,
MOV-701155,2025-10-17,PLT-01,MAT-111,Issue,-135.0,MT,
MOV-701156,2025-10-18,PLT-01,MAT-111,Issue,-31.0,MT,
MOV-701157,2025-10-07,PLT-02,MAT-101,Issue,-78.0,MT,
MOV-701158,2025-10-07,PLT-02,MAT-105,Issue,-111.0,MT,
MOV-701159,2025-10-08,PLT-02,MAT-105,Issue,-84.0,MT,
MOV-701160,2025-10-16,PLT-02,MAT-106,Issue,-118.0,MT,
MOV-701161,2025-10-09,PLT-02,MAT-109,Issue,-64.0,EA,
MOV-701162,2025-10-25,PLT-02,MAT-109,Issue,-159.0,EA,
MOV-701163,2025-10-18,PLT-02,MAT-109,Issue,-41.0,EA,
MOV-701164,2025-10-26,PLT-02,MAT-110,Issue,-258.0,KG,
MOV-701165,2025-10-20,PLT-02,MAT-111,Issue,-134.0,MT,
MOV-701166,2025-10-05,PLT-02,MAT-111,Issue,-121.0,MT,
MOV-701167,2025-10-17,PLT-02,MAT-111,Issue,-88.0,MT,
MOV-701168,2025-10-15,PLT-02,MAT-112,Issue,-176.0,MT,
MOV-701169,2025-10-06,PLT-02,MAT-112,Issue,-72.0,MT,
MOV-701170,2025-10-13,PLT-03,MAT-101,Issue,-66.0,MT,
MOV-701171,2025-10-27,PLT-03,MAT-101,Issue,-71.0,MT,
MOV-701172,2025-10-12,PLT-03,MAT-101,Issue,-150.0,MT,
MOV-701173,2025-10-16,PLT-03,MAT-102,Issue,-142.0,MT,
MOV-701174,2025-10-20,PLT-03,MAT-102,Issue,-142.0,MT,
MOV-701175,2025-10-09,PLT-03,MAT-106,Issue,-51.0,MT,
MOV-701176,2025-10-16,PLT-03,MAT-108,Issue,-362.0,KG,
MOV-701177,2025-10-10,PLT-03,MAT-108,Issue,-360.0,KG,
MOV-701178,2025-10-15,PLT-03,MAT-108,Issue,-215.0,KG,
MOV-701179,2025-10-16,PLT-03,MAT-110,Issue,-256.0,KG,
MOV-701180,2025-10-20,PLT-03,MAT-110,Issue,-220.0,KG,
MOV-701181,2025-10-16,PLT-03,MAT-110,Issue,-498.0,KG,
MOV-701182,2025-10-24,PLT-03,MAT-111,Issue,-59.0,MT,
MOV-701183,2025-10-22,PLT-03,MAT-112,Issue,-146.0,MT,
MOV-701184,2025-10-17,PLT-03,MAT-112,Issue,-134.0,MT,
MOV-701185,2025-10-27,PLT-04,MAT-105,Issue,-41.0,MT,
MOV-701186,2025-10-15,PLT-05,MAT-101,Issue,-141.0,MT,
MOV-701187,2025-10-09,PLT-05,MAT-102,Issue,-145.0,MT,
MOV-701188,2025-10-02,PLT-05,MAT-103,Issue,-154.0,MT,
MOV-701189,2025-10-07,PLT-05,MAT-106,Issue,-176.0,MT,
MOV-701190,2025-10-22,PLT-05,MAT-888,Issue,-257.0,KG,
MOV-701191,2025-10-08,PLT-05,MAT-109,Issue,-67.0,EA,
MOV-701192,2025-10-26,PLT-05,MAT-109,Issue,-118.0,EA,
MOV-701193,2025-10-13,PLT-05,MAT-111,Issue,-81.0,MT,
MOV-701194,2025-10-07,PLT-05,MAT-111,Issue,-45.0,MT,
MOV-701195,2025-10-22,PLT-05,MAT-111,Issue,-178.0,MT,
MOV-701196,2025-10-04,PLT-05,MAT-112,Issue,-62.0,MT,
MOV-701197,2025-10-13,PLT-06,MAT-103,Issue,-116.0,MT,
MOV-701198,2025-10-06,PLT-06,MAT-103,Issue,-49.0,MT,
MOV-701199,2025-10-15,PLT-06,MAT-105,Issue,-170.0,MT,
MOV-701200,2025-10-17,PLT-06,MAT-105,Issue,-162.0,MT,
MOV-701201,2025-10-18,PLT-06,MAT-105,Issue,-40.0,MT,
MOV-701202,2025-10-11,PLT-06,MAT-106,Issue,-82.0,MT,
MOV-701203,2025-10-24,PLT-06,MAT-106,Issue,-112.0,MT,
MOV-701204,2025-10-21,PLT-06,MAT-106,Issue,-82.0,MT,
MOV-701205,2025-10-12,PLT-06,MAT-107,Issue,,KG,
MOV-701206,2025-10-05,PLT-06,MAT-107,Issue,-334.0,KG,
MOV-701207,2025-10-10,PLT-06,MAT-107,Issue,-334.0,KG,
MOV-701208,2025-10-12,PLT-06,MAT-109,Issue,-156.0,EA,
MOV-701209,2025-10-21,PLT-06,MAT-109,Issue,-101.0,EA,
MOV-701210,2025-10-05,PLT-06,MAT-110,Issue,-480.0,KG,
MOV-701211,2025-10-06,PLT-06,MAT-112,Issue,-34.0,MT,
MOV-701212,2025-11-07,PLT-01,MAT-101,Issue,-23.0,MT,
MOV-701213,2025-11-14,PLT-01,MAT-101,Issue,-64.0,MT,
MOV-701214,2025-11-06,PLT-01,MAT-101,Issue,-28.0,MT,
MOV-701215,2025-11-11,PLT-01,MAT-105,Issue,-91.0,MT,
MOV-701216,2025-11-23,PLT-01,MAT-105,Issue,-162.0,MT,
MOV-701217,2025-11-15,PLT-01,MAT-111,Issue,-91.0,MT,
MOV-701218,2025-11-16,PLT-01,MAT-111,Issue,-148.0,MT,
MOV-701219,2025-11-26,PLT-01,MAT-111,Issue,-22.0,MT,
MOV-701220,2025-11-26,PLT-02,MAT-101,Issue,-79.0,MT,
MOV-701221,2025-11-14,PLT-02,MAT-104,Issue,-54.0,MT,
MOV-701222,2025-11-04,PLT-02,MAT-104,Issue,-102.0,MT,
MOV-701223,2025-11-25,PLT-02,MAT-105,Issue,-96.0,MT,
MOV-701224,2025-11-05,PLT-02,MAT-105,Issue,-32.0,MT,
MOV-701225,2025-11-12,PLT-02,MAT-108,Issue,-450.0,KG,
MOV-701226,2025-11-17,PLT-03,MAT-101,Issue,-29.0,MT,
MOV-701227,2025-11-20,PLT-03,MAT-101,Issue,-153.0,MT,
MOV-701228,2025-11-07,PLT-03,MAT-102,Issue,-48.0,MT,
MOV-701229,2025-11-24,PLT-03,MAT-102,Issue,-65.0,MT,
MOV-701230,2025-11-11,PLT-03,MAT-102,Issue,-23.0,MT,
MOV-701231,2025-11-20,PLT-03,MAT-106,Issue,-106.0,MT,
MOV-701232,2025-11-17,PLT-03,MAT-107,Issue,-480.0,KG,
MOV-701233,2025-11-20,PLT-03,MAT-107,Issue,-101.0,KG,
MOV-701234,2025-11-06,PLT-03,MAT-888,Issue,-369.0,KG,
MOV-701235,2025-11-11,PLT-03,MAT-109,Issue,-86.0,EA,
MOV-701236,2025-11-08,PLT-03,MAT-109,Issue,-111.0,EA,
MOV-701237,2025-11-26,PLT-03,MAT-111,Issue,-127.0,MT,
MOV-701238,2025-11-16,PLT-03,MAT-111,Issue,-105.0,MT,
MOV-701239,2025-11-13,PLT-03,MAT-112,Issue,-79.0,MT,
MOV-701240,2025-11-22,PLT-03,MAT-112,Issue,-125.0,MT,
MOV-701241,2025-11-25,PLT-04,MAT-103,Issue,-168.0,MT,
MOV-701242,2025-11-13,PLT-04,MAT-104,Issue,-31.0,MT,
MOV-701243,2025-11-18,PLT-04,MAT-104,Issue,-171.0,MT,
MOV-701244,2025-11-08,PLT-04,MAT-106,Issue,-97.0,MT,
MOV-701245,2025-11-24,PLT-04,MAT-109,Issue,-34.0,EA,
MOV-701246,2025-11-03,PLT-04,MAT-109,Issue,-83.0,EA,
MOV-701247,2025-11-26,PLT-04,MAT-109,Issue,-88.0,EA,
MOV-701248,2025-11-23,PLT-04,MAT-112,Issue,-97.0,MT,
MOV-701249,2025-11-25,PLT-05,MAT-101,Issue,-172.0,MT,
MOV-701250,2025-11-16,PLT-05,MAT-101,Issue,-40.0,MT,
MOV-701251,2025-11-02,PLT-05,MAT-104,Issue,-96.0,MT,
MOV-701252,2025-11-22,PLT-05,MAT-105,Issue,-78.0,MT,
MOV-701253,2025-11-13,PLT-05,MAT-105,Issue,-25.0,MT,
MOV-701254,2025-11-27,PLT-05,MAT-105,Issue,-24.0,MT,
MOV-701255,2025-11-11,PLT-05,MAT-106,Issue,-71.0,MT,
MOV-701256,2025-11-22,PLT-05,MAT-106,Issue,-128.0,MT,
MOV-701257,2025-11-16,PLT-05,MAT-106,Issue,-155.0,MT,
MOV-701258,2025-11-27,PLT-05,MAT-111,Issue,-39.0,MT,
MOV-701259,2025-11-03,PLT-05,MAT-111,Issue,-130.0,MT,
MOV-701260,2025-11-13,PLT-06,MAT-101,Issue,-122.0,MT,
MOV-701261,2025-11-15,PLT-06,MAT-101,Issue,-107.0,MT,
MOV-701262,2025-11-17,PLT-06,MAT-102,Issue,-64.0,MT,
MOV-701263,2025-11-08,PLT-06,MAT-102,Issue,-174.0,MT,
MOV-701264,2025-11-13,PLT-06,MAT-103,Issue,-39.0,MT,
MOV-701265,2025-11-17,PLT-06,MAT-107,Issue,-294.0,KG,
MOV-701266,2025-11-07,PLT-06,MAT-107,Issue,-415.0,KG,
MOV-701267,2025-12-19,PLT-01,MAT-101,Issue,-146.0,MT,
MOV-701268,2025-12-24,PLT-01,MAT-101,Issue,-96.0,MT,
MOV-701269,2025-12-10,PLT-01,MAT-102,Issue,-135.0,MT,
MOV-701270,2025-12-26,PLT-01,MAT-103,Issue,-147.0,MT,
MOV-701271,2025-12-26,PLT-01,MAT-105,Issue,-51.0,MT,
MOV-701272,2025-12-06,PLT-01,MAT-105,Issue,-105.0,MT,
MOV-701273,2025-12-15,PLT-01,MAT-106,Issue,-155.0,MT,
MOV-701274,2025-12-20,PLT-01,MAT-106,Issue,-113.0,MT,
MOV-701275,2025-12-15,PLT-01,MAT-107,Issue,-164.0,KG,
MOV-701276,2025-12-09,PLT-01,MAT-107,Issue,-107.0,KG,
MOV-701277,2025-12-04,PLT-01,MAT-108,Issue,-411.0,KG,
MOV-701278,2025-12-19,PLT-01,MAT-108,Issue,-410.0,KG,
MOV-701279,2025-12-14,PLT-01,MAT-110,Issue,-192.0,KG,
MOV-701280,2025-12-11,PLT-01,MAT-110,Issue,-368.0,KG,
MOV-701281,2025-12-16,PLT-01,MAT-110,Issue,-123.0,KG,
MOV-701282,2025-12-16,PLT-01,MAT-111,Issue,-23.0,MT,
MOV-701283,2025-12-25,PLT-02,MAT-101,Issue,-51.0,MT,
MOV-701284,2025-12-10,PLT-02,MAT-101,Issue,-124.0,MT,
MOV-701285,2025-12-02,PLT-02,MAT-101,Issue,-106.0,MT,
MOV-701286,2025-12-09,PLT-02,MAT-107,Issue,-120.0,KG,
MOV-701287,2025-12-19,PLT-02,MAT-107,Issue,-390.0,KG,
MOV-701288,2025-12-18,PLT-02,MAT-109,Issue,-32.0,EA,
MOV-701289,2025-12-20,PLT-02,MAT-109,Issue,-78.0,EA,
MOV-701290,2025-12-07,PLT-02,MAT-110,Issue,-221.0,KG,
MOV-701291,2025-12-12,PLT-02,MAT-111,Issue,-159.0,MT,
MOV-701292,2025-12-08,PLT-02,MAT-111,Issue,-153.0,MT,
MOV-701293,2025-12-21,PLT-02,MAT-112,Issue,-59.0,MT,
MOV-701294,2025-12-09,PLT-02,MAT-112,Issue,-53.0,MT,
MOV-701295,2025-12-24,PLT-03,MAT-101,Issue,-59.0,MT,
MOV-701296,2025-12-23,PLT-03,MAT-101,Issue,-152.0,MT,
MOV-701297,2025-12-24,PLT-03,MAT-103,Issue,-43.0,MT,
MOV-701298,2025-12-07,PLT-03,MAT-103,Issue,-56.0,MT,
MOV-701299,2025-12-11,PLT-03,MAT-104,Issue,-106.0,MT,
MOV-701300,2025-12-10,PLT-03,MAT-104,Issue,-126.0,MT,
MOV-701301,2025-12-22,PLT-03,MAT-105,Issue,-156.0,MT,
MOV-701302,2025-12-16,PLT-03,MAT-107,Issue,-389.0,KG,
MOV-701303,2025-12-14,PLT-03,MAT-110,Issue,-471.0,KG,
MOV-701304,2025-12-14,PLT-03,MAT-110,Issue,-280.0,KG,
MOV-701305,2025-12-13,PLT-03,MAT-111,Issue,-143.0,MT,
MOV-701306,2025-12-13,PLT-03,MAT-111,Issue,-115.0,MT,
MOV-701307,2025-12-18,PLT-03,MAT-111,Issue,-148.0,MT,
MOV-701308,2025-12-17,PLT-03,MAT-112,Issue,-82.0,MT,
MOV-701309,2025-12-14,PLT-03,MAT-112,Issue,-36.0,MT,
MOV-701310,2025-12-21,PLT-03,MAT-112,Issue,-77.0,MT,
MOV-701311,2025-12-03,PLT-04,MAT-101,Issue,-89.0,MT,
MOV-701312,2025-12-10,PLT-04,MAT-101,Issue,-78.0,MT,
MOV-701313,2025-12-07,PLT-04,MAT-101,Issue,-139.0,MT,
MOV-701314,2025-12-04,PLT-04,MAT-107,Issue,-217.0,KG,
MOV-701315,2025-12-20,PLT-04,MAT-107,Issue,-166.0,KG,
MOV-701316,2025-12-03,PLT-04,MAT-109,Issue,,EA,
MOV-701317,2025-12-20,PLT-04,MAT-112,Issue,-28.0,MT,
MOV-701318,2025-12-11,PLT-04,MAT-112,Issue,-69.0,MT,
MOV-701319,2025-12-02,PLT-05,MAT-101,Issue,-177.0,MT,
MOV-701320,2025-12-23,PLT-05,MAT-101,Issue,-37.0,MT,
MOV-701321,2025-12-03,PLT-05,MAT-105,Issue,-27.0,MT,
MOV-701322,2025-12-24,PLT-05,MAT-105,Issue,-126.0,MT,
MOV-701323,2025-12-22,PLT-05,MAT-107,Issue,-431.0,KG,
MOV-701324,2025-12-24,PLT-05,MAT-108,Issue,-374.0,KG,
MOV-701325,2025-12-22,PLT-05,MAT-108,Issue,-95.0,KG,
MOV-701326,2025-12-10,PLT-05,MAT-111,Issue,-53.0,MT,
MOV-701327,2025-12-06,PLT-05,MAT-111,Issue,-105.0,MT,
MOV-701328,2025-12-25,PLT-05,MAT-111,Issue,-53.0,MT,
MOV-701329,2025-12-24,PLT-06,MAT-101,Issue,-121.0,MT,
MOV-701330,2025-12-14,PLT-06,MAT-103,Issue,-152.0,MT,
MOV-701331,2025-12-06,PLT-06,MAT-103,Issue,-115.0,MT,
MOV-701332,2025-12-22,PLT-06,MAT-107,Issue,-267.0,KG,
MOV-701333,2025-12-24,PLT-06,MAT-107,Issue,-241.0,KG,
MOV-701334,2025-12-07,PLT-06,MAT-107,Issue,-430.0,KG,
MOV-701335,2025-12-02,PLT-06,MAT-111,Issue,-89.0,MT,
MOV-701336,2025-12-19,PLT-06,MAT-112,Issue,-112.0,MT,
MOV-701337,2025-12-16,PLT-06,MAT-112,Issue,-131.0,MT,
MOV-701338,2025-12-17,PLT-06,MAT-112,Issue,-107.0,MT,
MOV-700219,2025-07-04,PLT-04,MAT-104,Receipt,218.0,MT,GRN-5218
MOV-700372,2025-09-29,PLT-04,MAT-110,Receipt,512.0,KG,GRN-5371
MOV-700387,2025-11-02,PLT-06,MAT-102,Receipt,506.0,MT,GRN-5386
MOV-700231,2025-07-16,PLT-06,MAT-106,Receipt,242.0,MT,GRN-5230
MOV-700166,2025-05-13,PLT-01,MAT-104,Receipt,493.0,MT,GRN-5165
